flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
-2048.74,817.74,104.36,840.43,1.611,0.15,0.243,0.0322,68.0,38.0,0.118,0.029,0.529,0.044,0.044,0.0,0.074,0.059,0.088,0.015,0.0,0.763,0.426,False,-0.161,0.058,3.25,267.0,247.68,15.75,0.226,5.61,0.107,fPyS5ma_7rM,12543.0,2102.0
-8515.87,3304.24,196.6,3391.23,1.533,0.135,0.155,0.0064,57.0,46.0,0.053,0.0,0.088,0.035,0.0,0.07,0.088,0.053,0.614,0.0,0.0,0.87,0.702,False,-0.285,0.034,0.419,77.5,91.47,9.67,0.014,4.46,0.114,jhu6OI9AWgY,49134.0,8741.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,9B30ZUzpXwU,63.0,10.0
-7293.18,2835.59,166.52,2910.56,1.478,0.113,0.143,0.0069,51.0,37.0,0.176,0.0,0.118,0.314,0.078,0.02,0.059,0.0,0.235,0.0,0.0,0.838,0.608,False,-0.233,0.023,0.235,39.24,46.63,6.7,0.009,3.73,0.138,CqeNdL_qJEg,40502.0,7360.0
-524.41,235.46,49.54,243.6,1.445,0.11,0.42,0.1365,83.0,71.0,0.181,0.06,0.036,0.169,0.024,0.133,0.036,0.048,0.289,0.012,0.012,0.845,0.723,False,-0.211,0.2,0.25,52.92,74.91,6.58,0.193,3.83,0.175,gt-AVLJGYnA,3349.0,605.0
-375.07,174.38,49.89,180.95,1.623,0.153,0.368,0.233,103.0,54.0,0.165,0.029,0.311,0.058,0.049,0.0,0.019,0.029,0.34,0.0,0.0,0.611,0.32,False,-0.103,0.206,0.4,89.8,110.89,9.6,0.279,6.77,0.08,QPj6e1aqiB0,2453.0,442.0
71.47,8.39,11.1,10.98,1.354,0.095,0.456,0.0451,18.0,17.0,0.444,0.0,0.0,0.0,0.056,0.0,0.056,0.222,0.222,0.0,0.0,0.941,0.889,False,-0.379,0.318,0.05,20.15,12.65,6.15,0.126,3.21,0.176,w4iz4OTCySM,2065.0,398.0
-251.74,126.63,43.52,132.1,1.641,0.159,0.47,0.1625,52.0,39.0,0.135,0.0,0.135,0.135,0.019,0.077,0.038,0.25,0.212,0.0,0.0,0.872,0.654,False,-0.238,0.287,1.0,108.0,93.64,11.33,0.408,3.82,0.059,aS3XEPPfNtU,1909.0,318.0
-409.47,192.1,46.64,200.0,1.406,0.118,0.42,0.0843,42.0,38.0,0.095,0.048,0.19,0.333,0.024,0.0,0.071,0.048,0.167,0.0,0.024,0.947,0.857,False,-0.167,0.207,0.5,84.67,49.64,10.17,0.229,3.77,0.167,JXFNPGefVWQ,2608.0,498.0
-252.11,133.39,29.92,139.37,1.322,0.064,0.488,0.1777,62.0,43.0,0.097,0.065,0.113,0.145,0.0,0.032,0.097,0.048,0.387,0.0,0.016,0.744,0.516,False,-0.209,0.313,0.0,60.17,58.43,8.5,0.205,5.69,0.188,2n4gXcZ1CMc,1768.0,347.0
-120.95,76.59,34.42,80.15,1.631,0.16,0.62,0.1368,26.0,19.0,0.077,0.0,0.192,0.077,0.0,0.308,0.038,0.115,0.192,0.0,0.0,0.895,0.654,False,-0.078,0.395,1.5,97.5,17.68,11.5,0.647,5.42,0.123,gOLAVmFflgg,1165.0,189.0
-417.34,190.96,52.6,197.64,1.607,0.156,0.38,0.0854,42.0,32.0,0.048,0.0,0.19,0.048,0.0,0.0,0.19,0.143,0.333,0.048,0.0,0.906,0.69,False,-0.144,0.194,4.333,165.0,216.95,12.0,0.333,7.53,0.119,YZ6G_ubc7BQ,2883.0,486.0
-71.61,65.73,17.12,69.34,1.24,0.035,0.567,0.1899,34.0,27.0,0.353,0.029,0.176,0.088,0.0,0.0,0.029,0.206,0.118,0.0,0.0,0.889,0.706,False,-0.145,0.435,0.1,18.3,18.39,5.1,0.136,2.59,0.153,VpSQoQK_Wek,880.0,178.0
-95.21,74.98,15.9,79.03,1.231,0.026,0.61,0.1744,34.0,27.0,0.176,0.0,0.088,0.118,0.0,0.029,0.147,0.029,0.412,0.0,0.0,0.815,0.647,False,-0.193,0.489,2.0,98.5,132.23,11.0,0.455,3.5,0.168,lZl8tISca5E,933.0,195.0
10.67,35.37,8.84,38.42,1.179,0.011,0.632,0.2632,25.0,22.0,0.4,0.0,0.04,0.16,0.0,0.04,0.04,0.0,0.28,0.04,0.0,0.864,0.76,False,-0.256,0.462,0.0,33.0,44.64,7.0,0.3,2.94,0.212,_kwtFLe2VQQ,443.0,95.0
-746.58,323.84,42.29,334.61,1.3,0.057,0.353,0.108,90.0,77.0,0.033,0.144,0.122,0.1,0.0,0.033,0.044,0.056,0.211,0.144,0.111,0.883,0.756,False,-0.325,0.158,0.028,23.72,20.14,5.72,0.051,2.92,0.183,_ANuVnxTUJ8,4163.0,833.0
-399.6,189.73,39.26,197.12,1.337,0.082,0.434,0.1066,52.0,51.0,0.115,0.058,0.135,0.135,0.0,0.0,0.192,0.096,0.25,0.0,0.019,0.98,0.962,False,-0.274,0.236,0.538,39.31,61.6,6.23,0.108,3.6,0.186,w-H1eYdPhPI,2437.0,488.0
-872.94,367.3,68.26,378.75,1.545,0.139,0.384,0.0642,61.0,48.0,0.098,0.082,0.131,0.098,0.262,0.033,0.082,0.082,0.115,0.016,0.0,0.896,0.705,False,-0.196,0.127,8.0,959.0,0.0,21.0,0.98,8.98,0.122,szMgN68kijg,5566.0,943.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,olShnT7Oyo0,930.0,127.0
-1560.19,633.08,78.05,651.38,1.463,0.106,0.278,0.0455,74.0,47.0,0.216,0.135,0.081,0.014,0.014,0.162,0.0,0.054,0.23,0.081,0.014,0.787,0.5,False,-0.249,0.087,0.647,97.47,173.4,10.18,0.102,4.69,0.126,qkWLnyHua1g,9045.0,1626.0
-100.29,73.21,26.68,77.24,1.411,0.092,0.6,0.1559,29.0,27.0,0.103,0.034,0.103,0.069,0.0,0.0,0.0,0.103,0.483,0.034,0.069,0.926,0.862,True,-0.296,0.583,0.5,95.0,108.89,9.5,0.909,3.61,0.126,u1pg9QjrNzs,1000.0,186.0
-1.26,39.52,13.02,42.76,1.2,0.029,0.619,0.2571,27.0,22.0,0.296,0.148,0.0,0.148,0.0,0.037,0.037,0.074,0.185,0.037,0.037,0.818,0.667,True,-0.076,0.576,0.25,27.0,21.51,7.0,0.36,3.29,0.231,JY8Dp1pKx1U,501.0,105.0
-163.31,95.66,32.81,99.67,1.496,0.113,0.567,0.1708,41.0,37.0,0.073,0.0,0.122,0.146,0.0,0.049,0.049,0.098,0.415,0.024,0.024,0.946,0.854,False,-0.361,0.444,0.0,62.0,62.08,11.25,0.373,3.08,0.161,peMUOkpRkkY,1331.0,240.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,iyT00P2BR_M,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,qg8Z8SinIdE,63.0,10.0
-1383.24,566.91,64.92,583.2,1.375,0.081,0.29,0.0375,55.0,40.0,0.145,0.0,0.109,0.055,0.0,0.0,0.036,0.145,0.509,0.0,0.0,0.825,0.6,False,-0.357,0.109,0.286,35.86,37.8,7.33,0.043,3.41,0.192,kOFVP0dPl-Q,7652.0,1463.0
-157.6,90.64,37.41,93.86,1.632,0.161,0.543,0.1754,40.0,32.0,0.075,0.0,0.25,0.175,0.0,0.025,0.125,0.125,0.225,0.0,0.0,0.781,0.625,False,-0.182,0.477,0.25,59.0,58.03,12.75,0.326,3.46,0.165,voEQjWvxBRM,1297.0,228.0
-214.46,112.98,40.15,117.24,1.609,0.149,0.48,0.0737,21.0,16.0,0.0,0.0,0.476,0.048,0.0,0.0,0.095,0.048,0.333,0.0,0.0,0.938,0.714,False,-0.128,0.366,1.0,290.0,0.0,16.0,0.95,6.8,0.155,a4ibn9IVChI,1711.0,283.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,4TwLNSc5jLE,930.0,127.0
-8012.77,3109.61,207.67,3191.64,1.597,0.161,0.185,0.0089,72.0,56.0,0.042,0.0,0.194,0.056,0.0,0.0,0.083,0.028,0.597,0.0,0.0,0.875,0.681,False,-0.347,0.026,0.872,87.35,138.11,8.72,0.021,5.14,0.095,EkX4pNVMCBE,45926.0,8071.0
45.41,10.55,12.52,12.42,1.733,0.185,0.692,0.1224,18.0,13.0,0.0,0.056,0.167,0.222,0.0,0.167,0.056,0.111,0.222,0.0,0.0,0.769,0.556,True,-0.377,0.565,0.2,14.9,7.64,5.6,0.14,2.76,0.047,PnnuV7NCzow,908.0,148.0
-9618.77,3730.85,174.99,3828.87,1.396,0.095,0.135,0.0052,51.0,45.0,0.059,0.02,0.255,0.157,0.0,0.0,0.039,0.078,0.392,0.0,0.0,0.889,0.784,False,-0.384,0.042,0.215,38.34,46.19,6.89,0.007,4.08,0.154,ejxXGSDMeGQ,50723.0,9696.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,HYWmYJNg5Jw,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,DXnCwKr4xD8,930.0,127.0
-9649.6,3741.36,193.03,3839.58,1.461,0.115,0.175,0.007,68.0,60.0,0.206,0.0,0.132,0.074,0.015,0.0,0.059,0.059,0.368,0.015,0.074,0.9,0.794,False,-0.285,0.024,0.556,55.18,64.81,7.94,0.01,4.0,0.126,fJo3K-Ad6os,52501.0,9714.0
-231.35,119.31,42.71,124.46,1.616,0.162,0.556,0.2295,70.0,58.0,0.029,0.243,0.043,0.329,0.029,0.071,0.029,0.043,0.171,0.0,0.014,0.948,0.786,False,-0.191,0.386,3.0,305.0,0.0,14.0,0.933,5.52,0.079,30O9u8iC51g,1780.0,302.0
56.86,9.76,22.89,11.98,1.559,0.141,0.228,0.0086,23.0,20.0,0.0,0.0,0.043,0.13,0.261,0.0,0.0,0.565,0.0,0.0,0.0,0.9,0.783,False,-0.354,0.087,0.493,18.44,8.83,6.26,0.015,2.96,0.099,fFb68ZuG4OY,15392.0,2616.0
41.46,11.63,14.46,13.86,1.754,0.196,0.419,0.0378,23.0,16.0,0.043,0.0,0.0,0.087,0.783,0.0,0.0,0.087,0.0,0.0,0.0,0.75,0.522,False,-0.186,0.189,0.216,16.59,7.66,5.95,0.059,3.02,0.094,-8wPY3vFR_A,3965.0,612.0
-461.9,210.84,47.38,218.43,1.474,0.112,0.414,0.141,78.0,55.0,0.026,0.167,0.128,0.218,0.205,0.013,0.026,0.09,0.115,0.013,0.0,0.782,0.551,False,-0.122,0.181,2.333,183.0,79.9,11.67,0.472,5.19,0.129,wGadLXepF8s,3085.0,545.0
-7120.22,2767.74,187.89,2841.16,1.545,0.148,0.179,0.0055,40.0,35.0,0.05,0.05,0.05,0.05,0.125,0.0,0.05,0.05,0.575,0.0,0.0,0.886,0.775,False,-0.217,0.041,2.238,174.64,260.41,12.95,0.036,6.11,0.081,PLDHbo9nQGY,40781.0,7242.0
60.54,8.95,22.02,12.12,1.53,0.149,0.224,0.0053,12.0,11.0,0.083,0.0,0.0,0.0,0.417,0.0,0.167,0.083,0.167,0.083,0.0,0.909,0.833,False,-0.24,0.053,0.288,17.14,9.92,6.12,0.014,3.14,0.099,LpiytTB4ZG4,13515.0,2250.0
-11237.43,4351.62,201.6,4465.38,1.453,0.108,0.136,0.0055,62.0,38.0,0.0,0.0,0.097,0.065,0.032,0.0,0.016,0.0,0.79,0.0,0.0,0.711,0.435,False,-0.355,0.022,0.374,53.89,71.96,8.25,0.007,4.4,0.141,JDNV3vxfPOA,60644.0,11218.0
-9108.91,3532.29,204.86,3625.19,1.525,0.138,0.165,0.0039,36.0,32.0,0.056,0.0,0.083,0.111,0.0,0.0,0.139,0.083,0.528,0.0,0.0,0.906,0.806,False,-0.233,0.019,0.531,72.48,104.95,8.95,0.012,5.1,0.121,O298tg7_GQs,51687.0,9146.0
60.84,7.91,10.69,10.2,1.574,0.139,0.653,0.0291,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.25,13.12,9.36,4.88,0.188,2.79,0.171,A-M6wSyw6IY,562.0,102.0
-9617.54,3728.94,194.06,3826.84,1.466,0.117,0.158,0.0068,66.0,46.0,0.045,0.0,0.197,0.106,0.0,0.0,0.091,0.03,0.53,0.0,0.0,0.717,0.5,False,-0.249,0.031,0.535,62.14,77.66,8.65,0.011,4.45,0.115,plNUfhcTJnI,51679.0,9681.0
-7420.27,2881.39,208.07,2957.63,1.624,0.174,0.215,0.0159,119.0,84.0,0.193,0.176,0.034,0.252,0.017,0.017,0.008,0.0,0.303,0.0,0.0,0.845,0.597,False,-0.169,0.023,0.661,62.34,91.28,7.62,0.013,5.21,0.084,rrajxcaj5bw,42490.0,7444.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,Sp6736obyBg,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0139,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,1xVsO9MyRC4,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,oNSWObWncA8,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.78,0.091,VnP22uk1RCw,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,VDcQz0CLVHM,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,Oj5N4H6Y9wg,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,tUZaEuBnycc,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,68XsPhyMEZA,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.78,0.091,QCe8XZqlGNg,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,3ID0wHwGDSY,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,h8XjBVpItwU,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,pke1WhLNoHc,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,7YRFE8tg-gY,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,zPXphpl7gco,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,9B30ZUzpXwU,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,olShnT7Oyo0,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,iyT00P2BR_M,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,qg8Z8SinIdE,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,4TwLNSc5jLE,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,HYWmYJNg5Jw,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,DXnCwKr4xD8,930.0,127.0
-240.41,119.58,50.24,124.71,1.771,0.232,0.577,0.1456,45.0,36.0,0.111,0.044,0.244,0.022,0.0,0.089,0.044,0.022,0.422,0.0,0.0,0.889,0.711,False,-0.041,0.266,1.0,156.0,210.72,9.5,0.7,6.53,0.058,mPwX8P6EL4s,2013.0,302.0
-5102.87,1991.49,163.85,2044.76,1.598,0.155,0.187,0.0049,51.0,42.0,0.216,0.098,0.078,0.098,0.0,0.039,0.098,0.02,0.353,0.0,0.0,0.857,0.706,False,-0.178,0.018,1.114,151.39,149.5,10.94,0.027,5.59,0.086,DgBYYFwd42A,59594.0,10339.0
-13216.14,5109.56,258.48,5242.91,1.567,0.153,0.159,0.0062,82.0,65.0,0.11,0.085,0.098,0.171,0.0,0.0,0.073,0.0,0.427,0.0,0.037,0.892,0.707,False,-0.213,0.012,0.35,60.33,91.36,8.18,0.008,4.72,0.116,iZjpNbYrU4w,73735.0,13191.0
-9156.7,3551.38,193.54,3644.61,1.49,0.122,0.16,0.0102,94.0,60.0,0.053,0.0,0.245,0.128,0.011,0.0,0.085,0.085,0.383,0.0,0.011,0.817,0.521,False,-0.198,0.018,0.355,51.54,65.39,7.73,0.01,4.2,0.128,2WOM6we0SyM,50483.0,9217.0
-5302.84,2071.06,145.2,2126.6,1.467,0.117,0.162,0.0066,71.0,62.0,0.07,0.042,0.085,0.127,0.0,0.0,0.197,0.07,0.408,0.0,0.0,0.887,0.775,False,-0.309,0.032,0.529,58.32,102.91,7.53,0.01,5.02,0.129,GHyF9JuWE6Q,57493.0,10721.0
53.81,11.49,40.17,14.06,1.532,0.141,0.187,0.0013,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.25,0.167,0.0,0.583,0.0,0.0,0.909,0.833,False,-0.46,0.024,0.209,22.68,17.93,6.5,0.005,3.41,0.097,KIvYlZ_HaEA,50985.0,9105.0
53.68,11.95,40.24,15.01,1.512,0.146,0.15,0.0015,13.0,12.0,0.154,0.154,0.0,0.0,0.0,0.154,0.077,0.0,0.462,0.0,0.0,0.917,0.846,False,-0.246,0.016,0.268,23.33,19.86,6.47,0.005,3.47,0.101,Ja3qDHvAXnU,48297.0,8779.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,V26Osvn0Yb8,63.0,10.0
47.42,14.22,14.01,16.38,1.518,0.119,0.43,0.0081,4.0,3.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.667,0.5,False,-0.203,0.188,0.222,28.17,18.68,7.5,0.113,3.88,0.118,jsLa9itfNFU,2838.0,498.0
63.48,9.88,36.28,12.21,1.43,0.098,0.13,0.0028,30.0,24.0,0.033,0.0,0.2,0.0,0.0,0.133,0.167,0.033,0.433,0.0,0.0,0.875,0.7,False,-0.43,0.028,0.13,21.06,15.92,6.17,0.004,3.27,0.137,LZH5EQAfBVY,57004.0,10491.0
-9896.4,3836.65,181.78,3937.03,1.439,0.099,0.138,0.0051,51.0,46.0,0.118,0.02,0.255,0.098,0.0,0.02,0.118,0.098,0.275,0.0,0.0,0.913,0.824,False,-0.416,0.042,0.354,56.85,72.03,8.42,0.009,4.47,0.14,NGr8q36Cmj8,54145.0,9979.0
-19.61,39.59,23.73,42.63,1.537,0.137,0.705,0.2708,26.0,25.0,0.154,0.077,0.0,0.154,0.038,0.0,0.0,0.154,0.423,0.0,0.0,0.96,0.923,True,-0.387,0.581,0.5,48.5,60.1,7.5,0.75,4.13,0.186,K69DQUq-HGo,530.0,96.0
-4307.15,1689.46,114.78,1734.77,1.419,0.088,0.161,0.0126,55.0,28.0,0.182,0.236,0.036,0.018,0.0,0.273,0.018,0.0,0.236,0.0,0.0,0.714,0.364,False,-0.167,0.03,0.583,62.72,71.54,8.43,0.022,4.24,0.148,zqNTr084XTk,22904.0,4349.0
-5652.46,2201.31,183.78,2260.03,1.664,0.177,0.208,0.0113,65.0,50.0,0.4,0.185,0.031,0.108,0.0,0.031,0.015,0.015,0.215,0.0,0.0,0.84,0.646,False,-0.23,0.028,1.818,132.61,164.07,10.57,0.038,5.78,0.093,V3O_FpF4ggo,34081.0,5707.0
-442.43,200.92,51.27,207.53,1.592,0.14,0.495,0.1135,58.0,49.0,0.138,0.017,0.19,0.069,0.017,0.052,0.103,0.0,0.414,0.0,0.0,0.878,0.741,False,-0.261,0.258,1.667,176.0,183.09,11.33,0.343,4.87,0.117,NqJHlaNWfOA,3006.0,509.0
57.69,10.11,23.94,12.13,1.526,0.125,0.234,0.0031,10.0,7.0,0.0,0.3,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.857,0.6,False,-0.252,0.041,0.348,19.72,9.41,6.65,0.011,3.02,0.084,8ufoR2cQ04g,18354.0,3208.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,p7XaXR5vgHU,63.0,10.0
70.07,6.67,12.69,9.27,1.463,0.119,0.391,0.0465,33.0,26.0,0.061,0.242,0.212,0.0,0.0,0.242,0.091,0.091,0.03,0.03,0.0,0.885,0.697,False,-0.269,0.2,0.214,12.82,5.54,5.39,0.034,2.71,0.141,9WAD1YM5R14,4047.0,709.0
-1221.34,503.34,70.72,518.25,1.441,0.109,0.308,0.045,58.0,38.0,0.086,0.0,0.172,0.034,0.0,0.224,0.31,0.017,0.155,0.0,0.0,0.789,0.517,False,-0.247,0.094,5.25,325.0,277.74,11.5,0.339,4.95,0.118,1hKkuOSe2vw,7030.0,1289.0
57.08,8.96,11.54,10.87,1.593,0.147,0.571,0.0722,13.0,9.0,0.077,0.077,0.154,0.0,0.0,0.538,0.0,0.0,0.077,0.0,0.077,0.778,0.538,False,-0.194,0.458,0.0,13.07,7.19,4.79,0.106,2.9,0.169,d46WEOlnuVg,1113.0,178.0
-36.24,48.37,22.92,51.38,1.421,0.099,0.678,0.1951,24.0,22.0,0.208,0.0,0.042,0.208,0.0,0.125,0.125,0.042,0.167,0.083,0.0,0.955,0.875,True,-0.315,0.815,1.5,63.5,3.54,7.5,0.6,4.08,0.15,pdZFceZaiik,669.0,122.0
-902.92,377.94,70.96,389.64,1.588,0.147,0.341,0.1021,100.0,67.0,0.06,0.29,0.09,0.03,0.36,0.0,0.0,0.04,0.08,0.03,0.02,0.791,0.53,False,-0.189,0.135,1.0,141.71,126.39,10.14,0.255,4.49,0.107,Ra_OdIPXdqE,5783.0,970.0
