"video_id","description","has_title","has_description","video_duration","description_length","description_unique_words","view_count","like_count","comment_count","subscriber_count","channel_upload_count","sentiment","sentence_count"
"0Y_H9rC7HjY","Before his transplant, simply turning over in bed left Dr. James Jones out of breath — the result of cardiopulmonary issues that had quickly turned life-threatening in late 2022. The infectious disease doctor needed a dual heart and lung transplant, an uncommon procedure with limited options in New York — and across the U.S. Fortunately, he found a program close to home at North Shore University Hospital. Dr. Jones is now back to the activities he loves following his successful procedure, which marked more than 100 heart transplants for Northwell's young program.  Northwell Health is New York State’s largest health care provider and private employer, with 21 hospitals, 850 outpatient facilities and more than 16,600 affiliated physicians.  We care for over two million people annually in the New York metro area and beyond, thanks to philanthropic support from our communities. Our 83,000 employees — 18,900 nurses and 4,900 employed doctors, including members of Northwell Health Physician Partners — are working to change health care for the better.  We’re making breakthroughs in medicine at the Feinstein Institutes for Medical Research. We're training the next generation of medical professionals at the visionary Donald and Barbara Zucker School of Medicine at Hofstra/Northwell and the Hofstra Northwell School of Nursing and Physician Assistant Studies.  For information on our more than 100 medical specialties, visit Northwell.edu and follow us @NorthwellHealth on Facebook, Twitter, Instagram and LinkedIn.  Interested in a career at Northwell Health? Visit http://bit.ly/2Z7iHFL and explore our many opportunities.  The Well - https://thewell.northwell.edu/  Facebook – https://www.facebook.com/northwellhealth  Twitter - https://www.twitter.com/northwellhealth   Instagram - https://www.instagram.com/northwellhealth  LinkedIn -  https://www.linkedin/northwellhealth",True,True,336.0,252,171,1098,6,0,44000,2439,"Neutral",13
"0YgshUiT4Wo","nan",True,False,1213.0,0,0,1114,5,0,60900,808,"",0
"0Zp7uPIyllo","Colorectal cancer is a leading cancer among men and women around the world. Many colorectal cancers are likely to spread to other organs, with the most common site of metastases being the liver.  In this Mayo Clinic Minute, Dr. Sean Cleary, a hepatobiliary and pancreas surgeon at Mayo Clinic explains what this means to patients. ____________________________________________  For the safety of its patients, staff and visitors, Mayo Clinic has strict masking policies in place. Anyone shown without a mask was recorded prior to COVID-19 or recorded in an area not designated for patient care, where social distancing and other safety protocols were followed.  FOR THE PUBLIC: More health and medical news on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/​  FOR THE MEDIA ONLY: Register at https://newsnetwork.mayoclinic.org/re...​ to access clean and nat sound versions of this video on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/  Mayo Clinic https://mayocl.in/3tNMAdF Follow Mayo Clinic on Instagram: https://www.instagram.com/mayoclinic/ Like Mayo Clinic on Facebook: https://www.facebook.com/ Follow Mayo Clinic on Twitter: https://twitter.com/MayoClinic",True,True,71.0,162,109,70991,310,0,1220000,11882,"Neutral",7
"0_gFDk3K3J8","This video provides details on what happens during a kidney transplant surgery and how patients work with a medical team after the procedure.",True,True,433.0,23,22,433,5,0,28300,1065,"Neutral",1
"0_vHsNOiHfQ","The UCLA Liver Transplant Services gives an overview of the process that UNOS facilities to find a donor match for your liver transplant. Learn more: https://www.uclahealth.org/transplants #UCLATransplants",True,True,558.0,27,27,1502,7,2,569000,3032,"Neutral",2
"0c6RzAgaWSs","Follow along inside the OR for a heart surgery so complex “You have to be a commando to do it well!”⁣",True,True,1225.0,21,19,30628,366,0,144000,1700,"Positive",1
"0dXxtkMGYJ4","Does getting “Survey-Ready” make you smile or make you want to cry? The information presented during this webinar will aid transplant centers in preparing for regulatory surveys by outlining key elements of program readiness and providing strategies for success. Let’s get survey-ready with a smile instead of shedding blood, sweat and tears!",True,True,3919.0,52,46,119,0,0,1400,201,"Neutral",3
"0fI_01yFmME","David and Susan have a long, happy marriage, and were thrilled to attend their son’s wedding. However, after returning home David noticed something wasn’t right. He was short of breath and had flu-like symptoms that he couldn’t shake- something was radically wrong and his health kept getting worse.  David was diagnosed with pulmonary fibrosis, a disease that leads to the accumulation of scar tissue in the lungs. When the scar tissue develops between the air spaces and bloodstream, it makes it very hard for the body to absorb oxygen and create energy.  As David’s disease worsened he was no longer able to get out of bed and his pulmonologist in Williamsport, Pennsylvania said there was nothing else they could do. David’s last chance at survival was a lung transplant. Susan researched every transplant program between Pittsburgh and Philadelphia, looking for an experienced lung transplant program that would be able to follow and support them every step of the way. That’s how they found Dr. Hadjiliadis and came to Penn Medicine.  Surgeons at Penn have significantly improved the lives of hundreds of patients, having performed more than double the number of lung transplants than any other transplant program in the region. Since the inception of the program, over 1000 successful lung transplants have been performed. The benefit of our experience is that every aspect of lung transplant care is well organized and centered on the patient.  David and Susan met with the Penn lung transplant team and he was placed on the transplant list. Within three days he received his transplant. The surgery went perfectly and David awoke to his son and wife sitting anxiously by his bedside.  Within three weeks David was walking again, and today he is feeling better than ever. He and Susan work around the house and enjoy their garden, their life together made all the sweeter for the struggle and illness they have overcome.  Learn more about the Penn Lung Transplant Program: http://bit.ly/2wRPhwV Meet Dr. Hadjiliadis: http://bit.ly/2i90LJJ Request an appointment: http://bit.ly/2ycKbz9  #PulmonaryFibrosis #LungTransplant #PennMedicine",True,True,276.0,338,204,12174,104,12,75200,1684,"Negative",18
"0fYXVAn-CCs","This workshop explains Medicare for people with End-Stage Renal Disease (ESRD). It includes information on eligibility and enrollment, coverage and health plan options, and provides additional resources.",True,True,5849.0,27,25,6558,30,0,98800,3649,"Neutral",2
"0hIP6fan87Y","Donate to support our mission today: https://www.kidney.org/support?youtube  Subscribe to our YouTube channel: http://bit.ly/nkfyoutube  Learn about kidney health, kidney disease, and related conditions: https://www.kidney.org/atoz   About the National Kidney Foundation:  Fueled by passion and urgency, National Kidney Foundation is a lifeline for all people affected by kidney disease. As pioneers of scientific research and innovation, NKF focuses on the whole patient through the lens of kidney health. Relentless in our work, we enhance lives through action, education and accelerating change.   Follow NKF at:  https://www.instagram.com/nationalkidneyfoundation/  https://www.facebook.com/nationalkidneyfoundation/  https://twitter.com/nkf   #kidneys #kidneystrong #kidneyhealth #heartyourkidneys #mykidneysmylife",True,True,69.0,89,69,12266,125,16,46000,861,"Very Positive",4
"0lZy8RGZKZc","Before Miranda Frigon was even born, her health was already in jeopardy: She was the first baby in Canada to be diagnosed with Cystic Fibrosis (CF) while still in her mother’s womb. Living with CF, Miranda spent her childhood in and out of hospitals, trying to live a normal life, but always knew that one day, she would need a life-saving lung transplant. When Miranda was only 23 years old, she was put on the transplant list.   Three years later, she got the call. Thanks to an organ donor, they had found a perfect match and Miranda would get the double-lung transplant she needed and a second-chance at life.  Organ donation saves lives like Miranda's. You can make a difference today by registering your decision for organ donation at http://www.transplant.bc.ca/.  Read more about Miranda's story: http://www.transplant.bc.ca/about/news-stories/organ-donation-transplant-stories",True,True,128.0,136,99,1069,11,1,952,151,"Positive",8
"0o1wQZokePs","Meet Dr. Lorriana Leard, a UCSF Medical Center pulmonologist who specializes in the care of patients with lung cancer and advanced lung diseases who are candidates for lung transplants.",True,True,60.0,29,26,782,9,0,11500,201,"Neutral",1
"0p0fBn7gPyc","Meet Anne Chapski-Doyen, a long-time devoted member of ALF’s Illinois Board of Directors, as she shares her story about the importance of live liver organ donation, receiving the greatest gift from her daughter, and how it saved her life.",True,True,187.0,39,34,291,7,0,15400,480,"Neutral",1
"0pPrX8IvRYM","Charles Cascio, Jr. and his father, Charles Cascio, Sr. are both patients at NewYork-Presbyterian Hospital's Center for Liver Disease and Transplantation (CLDT) in New York City.    Charles Jr. donated a portion of his liver to his father during a Living Donor Living Transplant (LDLT) procedure.      Both father and son have fully recovered and share their story in this video they hope will inspire others to become living donors.     This video has five parts.    For more information about liver transplants at NewYork-Presbyterian, please visit:  https://www.nyp.org/transplant/transplant-services/liver-transplant",True,True,182.0,84,65,7925,42,9,88900,1346,"Neutral",5
"0thYaTW8blU","Session three of this year's Liver Transplant Virtual CME Series focuses on the prevalence of alcohol-associated liver disease (ALD), currently the leading indication for liver transplantation in the United States.  Penn Medicine's Kenneth D. Rothstein, MD, Ethan Weinberg, MD, MS, and Jonathan Dante Nahas, MD review the objective criteria used in the pre-transplant setting to select appropriate patients for liver transplantation and offer an overview of the provider-dependent variables in referral for liver transplantation evaluation in the ALD population with a focus on improving the timing for liver transplantation referral to ensure equal access to waitlist evaluation with respect to the principles of equity, justice, and transparency.  #PennMedicine",True,True,3755.0,108,72,2097,28,3,75200,1684,"Neutral",3
